INFO:root:Serial port /dev/ttyACM0 opened successfully.
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:46.199   34.696375031  -82.794549116  2642.8045   5   5  70.9722 178.4007 299.9960   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:46.399   34.696404897  -82.794535041  2637.2167   5   5  70.8583 178.1049 299.5046   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:46.399   34.696404897  -82.794535041  2637.2167   5   5  70.8583 178.1049 299.5046   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:46.599   34.696438688  -82.794519061  2630.8906   5   5  70.7454 177.8116 299.0174   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:46.599   34.696438688  -82.794519061  2630.8906   5   5  70.7454 177.8116 299.0174   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:46.799   34.696472324  -82.794503137  2624.5624   5   5  70.6327 177.5189 298.5314   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:46.799   34.696472324  -82.794503137  2624.5624   5   5  70.6327 177.5189 298.5314   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:46.999   34.696499286  -82.794490377  2619.4938   5   5  70.5195 177.2249 298.0430   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:46.999   34.696499286  -82.794490377  2619.4938   5   5  70.5195 177.2249 298.0430   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:47.199   34.696521256  -82.794480198  2615.3533   5   5  70.4066 176.9318 297.5564   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:47.199   34.696521256  -82.794480198  2615.3533   5   5  70.4066 176.9318 297.5564   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:47.399   34.696539869  -82.794471565  2611.8489   5   5  70.2940 176.6396 297.0711   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:47.399   34.696539869  -82.794471565  2611.8489   5   5  70.2940 176.6396 297.0711   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:47.599   34.696558193  -82.794462946  2608.3846   5   5  70.1824 176.3498 296.5899   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:47.599   34.696558193  -82.794462946  2608.3846   5   5  70.1824 176.3498 296.5899   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:47.799   34.696573810  -82.794455718  2605.4437   5   5  70.0706 176.0595 296.1079   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:47.799   34.696573810  -82.794455718  2605.4437   5   5  70.0706 176.0595 296.1079   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:47.999   34.696593843  -82.794446464  2601.7110   5   5  69.9605 175.7735 295.6329   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:47.999   34.696593843  -82.794446464  2601.7110   5   5  69.9605 175.7735 295.6329   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:48.199   34.696616911  -82.794435788  2597.4203   5   5  69.8504 175.4875 295.1580   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:48.199   34.696616911  -82.794435788  2597.4203   5   5  69.8504 175.4875 295.1580   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:48.399   34.696644479  -82.794422945  2592.2735   5   5  69.7410 175.2031 294.6857   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:48.399   34.696644479  -82.794422945  2592.2735   5   5  69.7410 175.2031 294.6857   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:48.595   34.696646260  -82.794422570  2591.9903   5   4  69.7410 175.2031 294.6857   0.0000   0.0000   0.0000   0.00    0.0
